Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.10032309591770171,0.10075925908475594,0.10032309591770171,0.10032309591770172,469033600,0.0,0.0
1980-12-15,0.09552532298685366,0.09552532298685366,0.09508915990591049,0.09508915990591049,175884800,0.0,0.0
1980-12-16,0.08854599333438491,0.08854599333438491,0.08810983598232269,0.08810983598232269,105728000,0.0,0.0
1980-12-17,0.0902906209230423,0.09072678403378961,0.0902906209230423,0.0902906209230423,86441600,0.0,0.0
1980-12-18,0.09290837496519087,0.09334453228338987,0.09290837496519087,0.09290837496519089,73449600,0.0,0.0
1980-12-19,0.09857844561338425,0.099014608739363,0.09857844561338425,0.09857844561338425,48630400,0.0,0.0
1980-12-22,0.10337621718645096,0.10381316069552507,0.10337621718645096,0.10337621718645096,37363200,0.0,0.0
1980-12-23,0.10773859173059464,0.10817475484980453,0.10773859173059464,0.10773859173059464,46950400,0.0,0.0
1980-12-24,0.11340871453285219,0.11384487779511172,0.11340871453285219,0.11340871453285217,48003200,0.0,0.0
1980-12-26,0.1238773837685585,0.12431354717322224,0.1238773837685585,0.1238773837685585,55574400,0.0,0.0
1980-12-29,0.1256219446659088,0.12605810778908183,0.1256219446659088,0.1256219446659088,93161600,0.0,0.0
1980-12-30,0.12300498981742695,0.12300498981742695,0.12256883829832076,0.12256883829832077,68880000,0.0,0.0
1980-12-31,0.11951573817760273,0.11951573817760273,0.11907957494258882,0.1190795749425888,35750400,0.0,0.0
1981-01-02,0.12038803845643997,0.12126036482108477,0.12038803845643997,0.12038803845643997,21660800,0.0,0.0
1981-01-05,0.11820719576657451,0.11820719576657451,0.11777104437351227,0.11777104437351227,35728000,0.0,0.0
1981-01-06,0.11297254142908608,0.11297254142908608,0.11253637820482253,0.11253637820482254,45158400,0.0,0.0
1981-01-07,0.10817475484980453,0.10817475484980453,0.10773859173059464,0.10773859173059464,55686400,0.0,0.0
1981-01-08,0.10599395829201877,0.10599395829201877,0.10555780678987503,0.10555780678987503,39827200,0.0,0.0
1981-01-09,0.11122789233922958,0.11166405553274868,0.11122789233922958,0.11122789233922958,21504000,0.0,0.0
1981-01-12,0.11122788559905866,0.11122788559905866,0.11035557091236115,0.11035557091236115,23699200,0.0,0.0
1981-01-13,0.10686629887524543,0.10686629887524543,0.10643013566732407,0.10643013566732407,23049600,0.0,0.0
1981-01-14,0.10686628520488739,0.10730244835701468,0.10686628520488739,0.10686628520488739,14291200,0.0,0.0
1981-01-15,0.10904711484909058,0.10991942971009981,0.10904711484909058,0.10904711484909058,14067200,0.0,0.0
1981-01-16,0.10861097165819994,0.10861097165819994,0.10817480832338335,0.10817480832338333,13395200,0.0,0.0
1981-01-19,0.11471717804670334,0.11515334125335586,0.11471717804670334,0.11471717804670334,41574400,0.0,0.0
1981-01-20,0.11166405553274868,0.11166405553274868,0.11122789233922958,0.11122789233922958,30083200,0.0,0.0
1981-01-21,0.11340871453285219,0.11428102940988917,0.11340871453285219,0.11340871453285217,15904000,0.0,0.0
1981-01-22,0.11471717804670334,0.11558950446000837,0.11471717804670334,0.11471717804670334,35548800,0.0,0.0
1981-01-23,0.11471713941484718,0.11515330247461852,0.11428097635507584,0.11428097635507584,11222400,0.0,0.0
1981-01-26,0.11297254142908608,0.11297254142908608,0.11253637820482253,0.11253637820482254,24640000,0.0,0.0
1981-01-27,0.11253630394818162,0.11253630394818162,0.11166398972272873,0.11166398972272873,23699200,0.0,0.0
1981-01-28,0.10861097165819994,0.10861097165819994,0.10817480832338335,0.10817480832338333,28156800,0.0,0.0
1981-01-29,0.10468546164363873,0.10468546164363873,0.10424929857254027,0.10424929857254028,43904000,0.0,0.0
1981-01-30,0.09945077186534176,0.09945077186534176,0.09857844561338425,0.09857844561338425,46188800,0.0,0.0
1981-02-02,0.09334453228338987,0.09334453228338987,0.09290837496519087,0.09290837496519089,23766400,0.0,0.0
1981-02-03,0.09639768302440643,0.09683384046123344,0.09639768302440643,0.09639768302440643,19152000,0.0,0.0
1981-02-04,0.09988696873188019,0.100323120357707,0.09988696873188019,0.09988696873188019,27865600,0.0,0.0
1981-02-05,0.09988696873188019,0.10075928363101623,0.09988696873188019,0.09988696873188019,7929600,0.0,0.0
1981-02-06,0.10032309591770171,0.10075925908475594,0.10032309591770171,0.10032309591770172,13865600,0.0,0.0
1981-02-09,0.09596148024405819,0.09596148024405819,0.09508915990591049,0.09508915990591049,16755200,0.0,0.0
1981-02-10,0.09508915990591049,0.09552532298685366,0.09508915990591049,0.09508915990591049,18345600,0.0,0.0
1981-02-11,0.0924722183378289,0.0924722183378289,0.09203606098890305,0.09203606098890305,13843200,0.0,0.0
1981-02-12,0.09159990830549387,0.09159990830549387,0.09116296470165253,0.09116296470165253,14560000,0.0,0.0
1981-02-13,0.08985449299311075,0.08985449299311075,0.08898217231035233,0.08898217231035233,11155200,0.0,0.0
1981-02-17,0.09116296470165253,0.09159990830549387,0.09116296470165253,0.09116296470165253,12275200,0.0,0.0
1981-02-18,0.09508915990591049,0.09596148024405819,0.09508915990591049,0.09508915990591049,19241600,0.0,0.0
1981-02-19,0.08985445511497846,0.08985445511497846,0.08941829204559326,0.08941829204559326,22310400,0.0,0.0
1981-02-20,0.08505669845414911,0.08505669845414911,0.08462053537368774,0.08462053537368774,24371200,0.0,0.0
1981-02-23,0.08592905104160309,0.08636521431532256,0.08592905104160309,0.08592905104160309,14112000,0.0,0.0
1981-02-24,0.08374821283419577,0.08374821283419577,0.08287589251995087,0.08287589251995087,16979200,0.0,0.0
1981-02-25,0.08810983598232269,0.08854599333438491,0.08810983598232269,0.08810983598232269,19488000,0.0,0.0
1981-02-26,0.08941829204559326,0.08985445511497846,0.08941829204559326,0.08941829204559326,10841600,0.0,0.0
1981-02-27,0.09247221052646637,0.0933445309743708,0.09247221052646637,0.09247221052646637,14761600,0.0,0.0
1981-03-02,0.09290837496519087,0.09334453228338987,0.09290837496519087,0.09290837496519089,11760000,0.0,0.0
1981-03-03,0.09203603725864364,0.09203603725864364,0.09159987419843674,0.09159987419843674,16172800,0.0,0.0
1981-03-04,0.09116295014155748,0.09116295014155748,0.09072679281234741,0.09072679281234741,13708800,0.0,0.0
1981-03-05,0.09072678403378961,0.09072678403378961,0.0902906209230423,0.0902906209230423,5376000,0.0,0.0
1981-03-06,0.09029061236062519,0.09029061236062519,0.08941829204559326,0.08941829204559326,11603200,0.0,0.0
1981-03-09,0.08287591524841678,0.08287591524841678,0.08243975788354874,0.08243975788354874,15321600,0.0,0.0
1981-03-10,0.07894967526221343,0.07894967526221343,0.07851351797580719,0.07851351797580719,28380800,0.0,0.0
1981-03-11,0.07633272467535747,0.07633272467535747,0.07546040415763855,0.07546040415763855,29859200,0.0,0.0
1981-03-12,0.07851351797580719,0.07894967526221343,0.07851351797580719,0.07851351797580719,59248000,0.0,0.0
1981-03-13,0.07807733884468711,0.07807733884468711,0.07764118164777756,0.07764118164777756,231302400,0.0,0.0
1981-03-16,0.08069509267807007,0.08156741297103925,0.08069509267807007,0.08069509267807007,37228800,0.0,0.0
1981-03-17,0.08462053537368774,0.08549285571087185,0.08462053537368774,0.08462053537368774,43747200,0.0,0.0
1981-03-18,0.08985447138547897,0.09072679185846733,0.08985447138547897,0.08985447138547897,36937600,0.0,0.0
1981-03-19,0.08941832973986108,0.08941832973986108,0.08898217231035233,0.08898217231035233,37811200,0.0,0.0
1981-03-20,0.08985447138547897,0.09072679185846733,0.08985447138547897,0.08985447138547897,14604800,0.0,0.0
1981-03-23,0.09334450215101242,0.09421682232955769,0.09334450215101242,0.09334450215101242,22019200,0.0,0.0
1981-03-24,0.09334453228338987,0.09334453228338987,0.09290837496519087,0.09290837496519089,28156800,0.0,0.0
1981-03-25,0.09203607152810535,0.09203607152810535,0.09116296470165253,0.09116296470165253,7056000,0.0,0.0
1981-03-26,0.08985445511497846,0.08985445511497846,0.08941829204559326,0.08941829204559326,12275200,0.0,0.0
1981-03-27,0.08680137293618932,0.08680137293618932,0.08636521548032762,0.0863652154803276,12252800,0.0,0.0
1981-03-30,0.08636521548032762,0.0872375362157923,0.08636521548032762,0.0863652154803276,9900800,0.0,0.0
1981-03-31,0.08636516962225675,0.08636516962225675,0.08549284934997559,0.08549284934997559,15993600,0.0,0.0
1981-04-01,0.08505669845414911,0.08505669845414911,0.08462053537368774,0.08462053537368774,34070400,0.0,0.0
1981-04-02,0.09203606098890305,0.0924722183378289,0.09203606098890305,0.09203606098890305,31404800,0.0,0.0
1981-04-03,0.09247221052646637,0.09290837366228827,0.09247221052646637,0.09247221052646637,16486400,0.0,0.0
1981-04-06,0.09116295014155748,0.09116295014155748,0.09072679281234741,0.09072679281234741,22803200,0.0,0.0
1981-04-07,0.09029062871010338,0.09029062871010338,0.08985447138547897,0.08985447138547897,10684800,0.0,0.0
1981-04-08,0.09421683102846146,0.0950891512875468,0.09421683102846146,0.09421683102846146,21952000,0.0,0.0
1981-04-09,0.09596148878335953,0.09639765190311543,0.09596148878335953,0.09596148878335953,12499200,0.0,0.0
1981-04-10,0.09726995974779129,0.09770611698743942,0.09726995974779129,0.09726995974779129,33465600,0.0,0.0
1981-04-13,0.09726995974779129,0.09770611698743942,0.09726995974779129,0.09726995974779129,16060800,0.0,0.0
1981-04-14,0.09726995974779129,0.09770611698743942,0.09726995974779129,0.09726995974779129,6652800,0.0,0.0
1981-04-15,0.09290837366228827,0.09290837366228827,0.09247221052646637,0.09247221052646637,34048000,0.0,0.0
1981-04-16,0.08767366441519087,0.08767366441519087,0.08723750710487366,0.08723750710487366,23878400,0.0,0.0
1981-04-20,0.08985447138547897,0.09029062871010338,0.08985447138547897,0.08985447138547897,35347200,0.0,0.0
1981-04-21,0.09596148878335953,0.09639765190311543,0.09596148878335953,0.09596148878335953,28537600,0.0,0.0
1981-04-22,0.0994507670402527,0.09988693014506997,0.0994507670402527,0.09945076704025269,18995200,0.0,0.0
