Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year
1981-03-30,0.08636519312858582,0.08723751363828962,0.08636519312858582,0.08636519312858582,9900800,0.0,0.0,1981
1981-03-31,0.08636516209565467,0.08636516209565467,0.08549284189939499,0.08549284189939499,15993600,0.0,0.0,1981
1981-04-01,0.08505674338804968,0.08505674338804968,0.08462058007717133,0.08462058007717133,34070400,0.0,0.0,1981
1981-04-02,0.09203605353832245,0.09247221085194011,0.09203605353832245,0.09203605353832245,31404800,0.0,0.0,1981
1981-04-03,0.09247223287820816,0.0929083961194564,0.09247223287820816,0.09247223287820816,16486400,0.0,0.0,1981
1981-04-06,0.09116296511435408,0.09116296511435408,0.0907268077135086,0.0907268077135086,22803200,0.0,0.0,1981
1981-04-07,0.09029064368359543,0.09029064368359543,0.08985448628664017,0.08985448628664017,10684800,0.0,0.0,1981
1981-04-08,0.09421686083078384,0.09508918136579832,0.09421686083078384,0.09421686083078384,21952000,0.0,0.0,1981
1981-04-09,0.09596151113510132,0.09639767435645012,0.09596151113510132,0.09596151113510132,12499200,0.0,0.0,1981
1981-04-10,0.09726996719837189,0.09770612447142832,0.09726996719837189,0.09726996719837189,33465600,0.0,0.0,1981
1981-04-13,0.09726996719837189,0.09770612447142832,0.09726996719837189,0.09726996719837189,16060800,0.0,0.0,1981
1981-04-14,0.09726996719837189,0.09770612447142832,0.09726996719837189,0.09726996719837189,6652800,0.0,0.0,1981
1981-04-15,0.0929083961194564,0.0929083961194564,0.09247223287820816,0.09247223287820816,34048000,0.0,0.0,1981
1981-04-16,0.08767368687868361,0.08767368687868361,0.08723752945661546,0.08723752945661545,23878400,0.0,0.0,1981
1981-04-20,0.08985448628664017,0.09029064368359543,0.08985448628664017,0.08985448628664017,35347200,0.0,0.0,1981
1981-04-21,0.09596151113510132,0.09639767435645012,0.09596151113510132,0.09596151113510132,28537600,0.0,0.0,1981
1981-04-22,0.0994507521390915,0.09988691517855648,0.0994507521390915,0.09945075213909149,18995200,0.0,0.0,1981
1981-04-23,0.10206775367259979,0.10250391691116365,0.10206775367259979,0.10206775367259979,58016000,0.0,0.0,1981
1981-04-24,0.1020677395037035,0.1020677395037035,0.10119542479515076,0.10119542479515076,35056000,0.0,0.0,1981
1981-04-27,0.10075928901664646,0.10075928901664646,0.10032312572002411,0.10032312572002411,38528000,0.0,0.0,1981
1981-04-28,0.09901464615709252,0.09901464615709252,0.09857848286628723,0.09857848286628723,32188800,0.0,0.0,1981
1981-04-29,0.09770612447142832,0.09770612447142832,0.09726996719837189,0.09726996719837189,13641600,0.0,0.0,1981
1981-04-30,0.09901461750268936,0.09988694383185247,0.09901461750268936,0.09901461750268936,12611200,0.0,0.0,1981
1981-05-01,0.09901461750268936,0.09988694383185247,0.09901461750268936,0.09901461750268936,16553600,0.0,0.0,1981
1981-05-04,0.09901464615709252,0.09901464615709252,0.09857848286628723,0.09857848286628723,14448000,0.0,0.0,1981
1981-05-05,0.09857844007925537,0.09857844007925537,0.09814228862524033,0.09814228862524033,17539200,0.0,0.0,1981
1981-05-06,0.09596150406183619,0.09596150406183619,0.0955253466963768,0.0955253466963768,18950400,0.0,0.0,1981
1981-05-07,0.09683383256196977,0.0972699957869576,0.09683383256196977,0.09683383256196976,9363200,0.0,0.0,1981
1981-05-08,0.0977061539888382,0.09814231721740008,0.0977061539888382,0.0977061539888382,7907200,0.0,0.0,1981
1981-05-11,0.09596150406183619,0.09596150406183619,0.0955253466963768,0.0955253466963768,11939200,0.0,0.0,1981
1981-05-12,0.0955253466963768,0.09683382461649506,0.0955253466963768,0.0955253466963768,4256000,0.0,0.0,1981
1981-05-13,0.09552533795636478,0.0963976584312114,0.09508917480707169,0.09508917480707169,4905600,0.0,0.0,1981
1981-05-14,0.09465297926177046,0.09465297926177046,0.09378065913915634,0.09378065913915634,4928000,0.0,0.0,1981
1981-05-15,0.09596151113510132,0.09726999497540721,0.09596151113510132,0.09596151113510132,4905600,0.0,0.0,1981
1981-05-18,0.0977061539888382,0.09857846879848076,0.0977061539888382,0.0977061539888382,4166400,0.0,0.0,1981
1981-05-19,0.09639767435645012,0.09639767435645012,0.09596151113510132,0.09596151113510132,25424000,0.0,0.0,1981
1981-05-20,0.09901461750268936,0.09988694383185247,0.09901461750268936,0.09901461750268936,13283200,0.0,0.0,1981
1981-05-21,0.10468550026416779,0.1051216634961754,0.10468550026416779,0.10468550026416779,32211200,0.0,0.0,1981
1981-05-22,0.10948321968317032,0.11035554581899214,0.10948321968317032,0.10948321968317032,31427200,0.0,0.0,1981
1981-05-26,0.10948322905395223,0.10948322905395223,0.10904707759618759,0.10904707759618759,85344000,0.0,0.0,1981
1981-05-27,0.11515334248542786,0.11558950569674707,0.11515334248542786,0.11515334248542786,149497600,0.0,0.0,1981
1981-05-28,0.11515334248542786,0.11558950569674707,0.11515334248542786,0.11515334248542786,73987200,0.0,0.0,1981
1981-05-29,0.11558943986892699,0.11602638321261802,0.11558943986892699,0.115589439868927,59382400,0.0,0.0,1981
1981-06-01,0.11558943986892699,0.11602638321261802,0.11558943986892699,0.115589439868927,51251200,0.0,0.0,1981
1981-06-02,0.11035559955625808,0.11035559955625808,0.10991943627595901,0.10991943627595901,40432000,0.0,0.0,1981
1981-06-03,0.10991943627595901,0.11079175118907456,0.10991943627595901,0.10991943627595901,39446400,0.0,0.0,1981
1981-06-04,0.11210022121667862,0.11253637277240695,0.11210022121667862,0.11210022121667862,56067200,0.0,0.0,1981
1981-06-05,0.11079170747191598,0.11079170747191598,0.11035555601119995,0.11035555601119995,57680000,0.0,0.0,1981
1981-06-08,0.10686630635635937,0.10686630635635937,0.10643014311790466,0.10643014311790466,93497600,0.0,0.0,1981
1981-06-09,0.10861095041036604,0.10904711365985494,0.10861095041036604,0.10861095041036606,119593600,0.0,0.0,1981
1981-06-10,0.10991943627595901,0.11122791446937362,0.10991943627595901,0.10991943627595901,25222400,0.0,0.0,1981
1981-06-11,0.11471711844205856,0.11515328142208982,0.11471711844205856,0.11471711844205856,38976000,0.0,0.0,1981
1981-06-12,0.11384487031587662,0.11384487031587662,0.11340870708227158,0.11340870708227158,25804800,0.0,0.0,1981
1981-06-15,0.11340869091380795,0.11340869091380795,0.11297252774238588,0.11297252774238586,143763200,0.0,0.0,1981
1981-06-16,0.11122786864938626,0.11122786864938626,0.11079170554876329,0.11079170554876328,37251200,0.0,0.0,1981
1981-06-17,0.10948322905395223,0.10948322905395223,0.10904707759618759,0.10904707759618759,27574400,0.0,0.0,1981
1981-06-18,0.10904711365985494,0.10948326526186207,0.10861095041036604,0.10861095041036606,23049600,0.0,0.0,1981
1981-06-19,0.10599396577338423,0.10599396577338423,0.10555781424045563,0.10555781424045563,27507200,0.0,0.0,1981
1981-06-22,0.10206771832215784,0.10206771832215784,0.10163156688213347,0.10163156688213348,10841600,0.0,0.0,1981
1981-06-23,0.10337622463703156,0.10424931968956677,0.10337622463703156,0.10337622463703156,15030400,0.0,0.0,1981
1981-06-24,0.10163157167137576,0.10163157167137576,0.10075924545526505,0.10075924545526505,23027200,0.0,0.0,1981
1981-06-25,0.10294005274772643,0.10337621587018636,0.10294005274772643,0.10294005274772644,24259200,0.0,0.0,1981
1981-06-26,0.10250388140965964,0.10250388140965964,0.10163156688213347,0.10163156688213348,23788800,0.0,0.0,1981
1981-06-29,0.09901460318074823,0.09901460318074823,0.09814228862524033,0.09814228862524033,10595200,0.0,0.0,1981
1981-06-30,0.09116296511435408,0.09116296511435408,0.0907268077135086,0.0907268077135086,35907200,0.0,0.0,1981
1981-07-01,0.09029064368359543,0.09029064368359543,0.08985448628664017,0.08985448628664017,170464000,0.0,0.0,1981
1981-07-02,0.08985448628664017,0.09029064368359543,0.08985448628664017,0.08985448628664017,30284800,0.0,0.0,1981
1981-07-06,0.08767363299558709,0.08767363299558709,0.08680131286382675,0.08680131286382675,16531200,0.0,0.0,1981
1981-07-07,0.08767366409301758,0.08854598453418581,0.08767366409301758,0.08767366409301758,15836800,0.0,0.0,1981
1981-07-08,0.09116297215223312,0.09159991579178506,0.09116297215223312,0.09116297215223312,16620800,0.0,0.0,1981
1981-07-09,0.08462056560038558,0.08462056560038558,0.08418440818786621,0.08418440818786621,32883200,0.0,0.0,1981
1981-07-10,0.07807739129173202,0.07807739129173202,0.07764123380184174,0.07764123380184174,55171200,0.0,0.0,1981
1981-07-13,0.0793866217136383,0.07982278484004768,0.0793866217136383,0.0793866217136383,45740800,0.0,0.0,1981
1981-07-14,0.08287590742111206,0.08374822789220096,0.08287590742111206,0.08287590742111206,19779200,0.0,0.0,1981
1981-07-15,0.08505670726299286,0.08549286456488596,0.08505670726299286,0.08505670726299286,10953600,0.0,0.0,1981
1981-07-16,0.08723752945661546,0.08810985012449261,0.08723752945661546,0.08723752945661545,15232000,0.0,0.0,1981
1981-07-17,0.0902906283736229,0.09072679152036141,0.0902906283736229,0.0902906283736229,19824000,0.0,0.0,1981
1981-07-20,0.08462056560038558,0.08462056560038558,0.08418440818786621,0.08418440818786621,23654400,0.0,0.0,1981
1981-07-21,0.08418439948975587,0.08418439948975587,0.0837482362985611,0.0837482362985611,31942400,0.0,0.0,1981
1981-07-22,0.07982278909494855,0.07982278909494855,0.07894968241453171,0.07894968241453171,22668800,0.0,0.0,1981
1981-07-23,0.08113128691911697,0.08156745017641796,0.08113128691911697,0.08113128691911697,34451200,0.0,0.0,1981
1981-07-24,0.0837482362985611,0.08418439948975587,0.0837482362985611,0.0837482362985611,28851200,0.0,0.0,1981
1981-07-27,0.08723752945661546,0.08767368687868361,0.08723752945661546,0.08723752945661545,17337600,0.0,0.0,1981
1981-07-28,0.08462056560038558,0.08462056560038558,0.08418440818786621,0.08418440818786621,22848000,0.0,0.0,1981
1981-07-29,0.08331207056852627,0.08331207056852627,0.08287590742111206,0.08287590742111206,15500800,0.0,0.0,1981
1981-07-30,0.0859290286898613,0.08680134918665218,0.0859290286898613,0.0859290286898613,9900800,0.0,0.0,1981
1981-07-31,0.08723752945661546,0.08767368687868361,0.08723752945661546,0.08723752945661545,10953600,0.0,0.0,1981
1981-08-03,0.08723751363828962,0.08723751363828962,0.08636519312858582,0.08636519312858582,12432000,0.0,0.0,1981
1981-08-04,0.08767366409301758,0.08810982722547135,0.08767366409301758,0.08767366409301758,31673600,0.0,0.0,1981
1981-08-05,0.0902906283736229,0.09072679152036141,0.0902906283736229,0.0902906283736229,17494400,0.0,0.0,1981
1981-08-06,0.08854597835946067,0.08854597835946067,0.0881098210811615,0.0881098210811615,10528000,0.0,0.0,1981
1981-08-07,0.0881098210811615,0.08854597835946067,0.0881098210811615,0.0881098210811615,9206400,0.0,0.0,1981
1981-08-10,0.0881098210811615,0.0881098210811615,0.0881098210811615,0.0881098210811615,0,0.0,0.0,1981
1981-08-11,0.08636516209565467,0.08636516209565467,0.08549284189939499,0.08549284189939499,71456000,0.0,0.0,1981
1981-08-12,0.08418439948975587,0.08418439948975587,0.0837482362985611,0.0837482362985611,26275200,0.0,0.0,1981
1981-08-13,0.08156745017641796,0.08156745017641796,0.08113128691911697,0.08113128691911697,27484800,0.0,0.0,1981
1981-08-14,0.08069509906378144,0.08069509906378144,0.07982277870178223,0.07982277870178223,24192000,0.0,0.0,1981
1981-08-17,0.0780773750844017,0.0780773750844017,0.07720505446195602,0.07720505446195602,18905600,0.0,0.0,1981
1981-08-18,0.07633272467535747,0.07633272467535747,0.07546040415763855,0.07546040415763855,17001600,0.0,0.0,1981
1981-08-19,0.0754603806247071,0.0754603806247071,0.07458806037902832,0.07458806037902832,20675200,0.0,0.0,1981
1981-08-20,0.07546040415763855,0.07589656732836793,0.07546040415763855,0.07546040415763855,17113600,0.0,0.0,1981
1981-08-21,0.07109883368968999,0.07109883368968999,0.0702265128493309,0.0702265128493309,41910400,0.0,0.0,1981
1981-08-24,0.06630027174260562,0.06630027174260562,0.06586410850286484,0.06586410850286484,23072000,0.0,0.0,1981
1981-08-25,0.06760949641466141,0.06804565357516675,0.06760949641466141,0.06760949641466141,40700800,0.0,0.0,1981
1981-08-26,0.0667364153662882,0.0667364153662882,0.06630025804042816,0.06630025804042816,33600000,0.0,0.0,1981
1981-08-27,0.06673642992973328,0.0671733735557834,0.06673642992973328,0.06673642992973328,25916800,0.0,0.0,1981
1981-08-28,0.0702265128493309,0.07066267035763944,0.0702265128493309,0.0702265128493309,38035200,0.0,0.0,1981
1981-08-31,0.0702265128493309,0.07066267035763944,0.0702265128493309,0.0702265128493309,40947200,0.0,0.0,1981
1981-09-01,0.07458806037902832,0.07502422341373671,0.07458806037902832,0.07458806037902832,37027200,0.0,0.0,1981
1981-09-02,0.07589657604694366,0.07633273344403654,0.07589657604694366,0.07589657604694366,19376000,0.0,0.0,1981
1981-09-03,0.07284346901675955,0.07284346901675955,0.07197114825248718,0.07197114825248718,37475200,0.0,0.0,1981
1981-09-04,0.07153495430667403,0.07153495430667403,0.07109879702329636,0.07109879702329636,15254400,0.0,0.0,1981
1981-09-08,0.06935417530960622,0.06935417530960622,0.06891801208257675,0.06891801208257675,25446400,0.0,0.0,1981
1981-09-09,0.06891801208257675,0.06935417530960622,0.06891801208257675,0.06891801208257675,30531200,0.0,0.0,1981
1981-09-10,0.06935415416955948,0.06979031143990197,0.06935415416955948,0.06935415416955948,34809600,0.0,0.0,1981
1981-09-11,0.06891799000626687,0.06891799000626687,0.06848183274269104,0.06848183274269104,17539200,0.0,0.0,1981
1981-09-14,0.0667364153662882,0.0667364153662882,0.06630025804042816,0.06630025804042816,27686400,0.0,0.0,1981
1981-09-15,0.06499177249969532,0.06499177249969532,0.06455561518669128,0.06455561518669128,19510400,0.0,0.0,1981
1981-09-16,0.06368329994408574,0.06368329994408574,0.06324713677167892,0.06324713677167892,19353600,0.0,0.0,1981
1981-09-17,0.06193866458092004,0.06193866458092004,0.061502501368522644,0.061502501368522644,19376000,0.0,0.0,1981
1981-09-18,0.06193866580724716,0.06237482320453967,0.06193866580724716,0.06193866580724716,26320000,0.0,0.0,1981
1981-09-21,0.06237483769655228,0.06281100101892237,0.06237483769655228,0.06237483769655228,49033600,0.0,0.0,1981
1981-09-22,0.05932167565067344,0.05932167565067344,0.058885518461465836,0.058885518461465836,47420800,0.0,0.0,1981
1981-09-23,0.05844939435690245,0.05844939435690245,0.05757707357406616,0.05757707357406616,28201600,0.0,0.0,1981
1981-09-24,0.05757706656176948,0.05757706656176948,0.057140909135341644,0.057140909135341644,18300800,0.0,0.0,1981
1981-09-25,0.05059769632473763,0.05059769632473763,0.04972537606954575,0.049725376069545746,34608000,0.0,0.0,1981
1981-09-28,0.050161562860012054,0.05059772615663441,0.050161562860012054,0.050161562860012054,91728000,0.0,0.0,1981
1981-09-29,0.052778519690036774,0.05321468294138476,0.052778519690036774,0.052778519690036774,94684800,0.0,0.0,1981
1981-09-30,0.0532146580517292,0.05365081527533604,0.0532146580517292,0.0532146580517292,49996800,0.0,0.0,1981
1981-10-01,0.0532146580517292,0.05365081527533604,0.0532146580517292,0.0532146580517292,61129600,0.0,0.0,1981
1981-10-02,0.05757707357406616,0.0580132368773551,0.05757707357406616,0.05757707357406616,45046400,0.0,0.0,1981
1981-10-05,0.05932170525193215,0.060194025889369084,0.05932170525193215,0.059321705251932144,43097600,0.0,0.0,1981
1981-10-06,0.05932167565067344,0.05932167565067344,0.058885518461465836,0.058885518461465836,28358400,0.0,0.0,1981
1981-10-07,0.06237483769655228,0.06324715851755061,0.06237483769655228,0.06237483769655228,38841600,0.0,0.0,1981
1981-10-08,0.06455561518669128,0.06499177249969532,0.06455561518669128,0.06455561518669128,31091200,0.0,0.0,1981
1981-10-09,0.06499175727367401,0.06586407751905758,0.06499175727367401,0.06499175727367401,54521600,0.0,0.0,1981
1981-10-12,0.06717333942651749,0.06760950244969342,0.06717333942651749,0.06717333942651749,27350400,0.0,0.0,1981
1981-10-13,0.06717333942651749,0.0680456596491315,0.06717333942651749,0.06717333942651749,44195200,0.0,0.0,1981
1981-10-14,0.06368329994408574,0.06368329994408574,0.06324713677167892,0.06324713677167892,30979200,0.0,0.0,1981
1981-10-15,0.06455561518669128,0.06499177249969532,0.06455561518669128,0.06455561518669128,29433600,0.0,0.0,1981
1981-10-16,0.06411945106613472,0.06411945106613472,0.06368329375982285,0.06368329375982285,36467200,0.0,0.0,1981
1981-10-19,0.06499175727367401,0.0654279203082348,0.06499175727367401,0.06499175727367401,20585600,0.0,0.0,1981
1981-10-20,0.06848183274269104,0.06891799000626687,0.06848183274269104,0.06848183274269104,35728000,0.0,0.0,1981
1981-10-21,0.06848183274269104,0.06891799000626687,0.06848183274269104,0.06848183274269104,76899200,0.0,0.0,1981
1981-10-22,0.06848182388428097,0.06848182388428097,0.06804566085338593,0.06804566085338593,32278400,0.0,0.0,1981
1981-10-23,0.0667364153662882,0.0667364153662882,0.06630025804042816,0.06630025804042816,27910400,0.0,0.0,1981
1981-10-26,0.06630025804042816,0.0667364153662882,0.06630025804042816,0.06630025804042816,27283200,0.0,0.0,1981
1981-10-27,0.06760949641466141,0.06848181655940944,0.06760949641466141,0.06760949641466141,85590400,0.0,0.0,1981
1981-10-28,0.06979033350944519,0.0702264967414528,0.06979033350944519,0.06979033350944519,44172800,0.0,0.0,1981
1981-10-29,0.06935417530960622,0.06935417530960622,0.06891801208257675,0.06891801208257675,30486400,0.0,0.0,1981
1981-10-30,0.06979033350944519,0.0702264967414528,0.06979033350944519,0.06979033350944519,52729600,0.0,0.0,1981
1981-11-02,0.06979033350944519,0.0702264967414528,0.06979033350944519,0.06979033350944519,36915200,0.0,0.0,1981
1981-11-03,0.06935417530960622,0.06935417530960622,0.06891801208257675,0.06891801208257675,28380800,0.0,0.0,1981
1981-11-04,0.06760950244969342,0.06760950244969342,0.06717333942651749,0.06717333942651749,23811200,0.0,0.0,1981
1981-11-05,0.06281100101892237,0.06281100101892237,0.06237483769655228,0.06237483769655228,23363200,0.0,0.0,1981
1981-11-06,0.0628109723329544,0.06324712963238824,0.0628109723329544,0.0628109723329544,24595200,0.0,0.0,1981
1981-11-09,0.06368329375982285,0.06411945106613472,0.06368329375982285,0.06368329375982285,20384000,0.0,0.0,1981
1981-11-10,0.06411945074796677,0.06455561387585362,0.06411945074796677,0.06411945074796677,16755200,0.0,0.0,1981
1981-11-11,0.06586410850286484,0.06630027174260562,0.06586410850286484,0.06586410850286484,27440000,0.0,0.0,1981
1981-11-12,0.06804566085338593,0.06848182388428097,0.06804566085338593,0.06804566085338593,39916800,0.0,0.0,1981
1981-11-13,0.06368329994408574,0.06368329994408574,0.06324713677167892,0.06324713677167892,21011200,0.0,0.0,1981
1981-11-16,0.06281100101892237,0.06281100101892237,0.06237483769655228,0.06237483769655228,22556800,0.0,0.0,1981
1981-11-17,0.06368329375982285,0.06411945106613472,0.06368329375982285,0.06368329375982285,35414400,0.0,0.0,1981
1981-11-18,0.06586410850286484,0.06630027174260562,0.06586410850286484,0.06586410850286484,29142400,0.0,0.0,1981
1981-11-19,0.06586410850286484,0.06630027174260562,0.06586410850286484,0.06586410850286484,40006400,0.0,0.0,1981
1981-11-20,0.06630025804042816,0.0667364153662882,0.06630025804042816,0.06630025804042816,38102400,0.0,0.0,1981
1981-11-23,0.0641194572927527,0.0641194572927527,0.06324713677167892,0.06324713677167892,22960000,0.0,0.0,1981
